"MTICD","MTICD_NAME","MTICD_ENG_NAME","MTICD_DC","MTICD_ENG_DC"
"228900","기타정밀화학원료","fine other material chemical"," 갈락토오스, 계피산, 과망간산염, 과망간산칼륨, 과불화옥탄술포닐플루오라이드, 과불화옥탄술폰산, 과붕산염, 과브롬산염, 과산화나트륨, 과산화니켈, 과산화마그네슘, 과산화벤조일, 과산화붕산염, 과산화아연, 과산화칼륨, 과산화탄산염, 과염소산, 과염소산나트륨, 과염소산암모늄, 과염화에틸렌, 과요오드산염, 과탄산염, 과황산나트륨, 과황산암모늄, 과황산칼슘, 구루테치미드, 구리염화물, 규산바륨, 규산지르코늄, 규화물, 글루시톨, 글루콘산, 글루타티온, 글루탐산, 글리세로인산, 글리세롤, 글리신, 글리콜, 금청산칼륨, 기타정밀화학원료, 나프탈렌, 네오펜틸, 네온, 노닐알코올, 노닐페놀, 니켈, 니트로벤젠, 니트로톨루엔, 도데칸올, 디메틸아세트아미드, 디메틸포름아미드, 디벤조티아졸린, 디술파이드, 디알파히드록시페닐글리신, 디에탄올아민, 디에탄올아민의, 디에틸아미노에탄올, 디이소데실, 디이소프로필, 디클로라이드, 디클로로아르신, 디티오카르본산염, 디페닐구아니딘, 라우릴알코올, 락트산, 레소르시놀, 로진, 류우신, 리놀레산, 리신, 리튬, 마그네슘, 마취제, 만니톨, 말레산, 말로노니트릴, 말론산, 망간산염, 머캐프토, 메타규산나트륨, 메타붕산, 메타인산, 메타인산나트륨, 메티오닌, 메틸과불화옥탄, 메틸나프탈렌, 메틸디에탄올아민, 메틸벤질레이트, 메틸스티렌, 메틸시클로헥사논, 메틸이오논, 메틸포스포네이트, 메프로바메이트, 모노에탄올아민, 모노에탄올아민의, 모노크로토포스, 모노클로라이드, 모노클로로, 모르포린, 몰리브덴산염, 무수트리멜리트산, 바나듐산염, 바륨, 발연황산, 베타옥시나프토산과, 벤조산, 벤조산나트륨, 벤조산벤질, 벤조에이트, 벤조트리클로라이드, 벤조티아졸, 벤질알코올, 보르네올, 브롬산염, 브롬화나트륨, 브롬화수소산, 브롬화칼륨, 브롬화칼슘, 비나파크릴, 비스무트산염, 사염화에틸렌, 산성플루오르화칼륨, 산화게르마늄, 산화구리, 산화니켈, 산화리튬, 산화몰리브덴, 산화석, 산화시안화나트륨, 산화아연, 산화안티모니, 산화염화구리, 산화염화물, 산화요드화물, 산화이트륨, 산화제이코발트, 산화제이크로뮴, 산화칼슘, 산화텅스텐, 살리실산, 삼산화제이망간, 삼산화크로뮴, 삼염화에틸렌, 삼플루오르붕소, 석유화학섬유원료, 설퍼헥사플루오라이드, 세륨그룹, 세륨화합물, 셀렌산염, 소르보오스, 소르비톨, 수산화니켈, 수산화리튬, 수산화마그네슘, 수산화망간, 수산화몰리브덴, 수산화염화물, 수산화제일코발트, 수산화칼륨, 수산화칼슘, 수산화크로뮴, 수산화텅스텐, 술파메톡사졸, 술파민산, 술파티아졸, 술폭실산염, 술폰아미드, 슈크로오스, 스칸듐, 스테아르산, 승화황, 시스테인, 시아노겐, 시안화구리, 시안화나트륨, 시안화수소, 시안화수소산, 시안화아연, 시안화칼륨, 신나밀알코올, 실리카겔, 아나타스형, 아르곤, 아릴에탄올아민, 아망간산염, 아미노세팔로스포린산, 아미노티아졸, 아미노페놀, 아비산, 아산화질소, 아세토니트릴, 아세트아미노펜, 아세틸렌, 아세틸살리산의, 아세틸살리실산, 아스파르트산, 아염소산나트륨, 아염소산알루미늄, 아이티온산나트륨, 아이티온산염, 아인산염, 아젤라산, 아조디카본아미드, 아조이소부티로니트릴, 아족시화합물, 아지드화물, 아질산나트륨, 아철산염, 아황산수소나트륨, 안트라닐산, 안트라퀴논, 안티몬산염, 알루미노실리케이트, 에르븀그룹, 에스클로비놀, 에치나메이트, 에톡시에틸, 불화옥탄, 에틸디에탄올아민, 에틸파라아미노, 에틸포스포네이트, 에틸포스포닐디클로라이드, 에틸헥소산, 에틸헥실, 에틸헥실클로로포메이트, 염산리도카인, 염소산나트륨, 염소산바륨, 염소산칼륨, 염화메탄, 염화메틸, 염화메틸렌, 염화물, 염화벤조일, 염화벤질, 염화수소, 염화암모늄, 염화에탄, 염화에틸, 염화칼슘, 오르토붕산, 오르토프탈산, 오르토프탈산디노닐, 오르토프탈산디데실, 오산화바나듐, 오산화비소, 오산화인, 오황화비소, 오황화인, 옥시클로라이드, 옥틸페놀, 올레산, 요드화칼륨, 요오드산염, 유기화합물, 이산화망간, 이산화지르코늄, 이소티오시아네이트, 이염화메탄, 이황산이나트륨, 인산이나트륨, 인산일나트륨, 인산칼륨, 인산칼슘, 인조치올라이트, 일산화망간, 일산화탄소, 중크롬산나트륨, 중탄산나트륨, 질산바륨, 질산칼륨, 철산염, 초산나트륨, 초산디노셉, 초산메틸, 초산아밀, 초산이소아밀, 초산칼슘, 초산코발트, 크롬산칼륨, 크산틴산염, 클로라이드, 클로로벤젠, 클로로벤질레이트, 클로로비닐, 클로로에틸, 클로로황산, 클로르데콘, 클로르디메포름, 키실로오스, 타르타르산, 탄산리튬, 탄산마그네슘, 탄산바륨, 탄산수소나트륨, 탄산스트론튬, 탄산이나트륨, 탄산칼륨, 탄화칼슘, 테르피네올, 테트라메칠납, 테트라에칠납, 트리니트라민, 트리메틸렌, 트리부틸틴, 트리에탄올아민, 트리클로라이드, 트리클로로벤젠, 티오디페닐아민, 티오아닐린, 티오알코올, 티오우레아, 티오카르바닐리드, 티오페놀, 티오황산, 티우람디술파이드, 티우람모노술파이드, 티우람테트라술파이드, 티탄산납, 티탄산바륨, 티탄산스트론튬, 파라아미노살리실산과, 파라히드록시, 팔미트산, 페네티딘과, 페노티아진, 페닐글리신, 페닐아세토아세토니트릴, 페닐아세트산, 페닐에틸알코올, 페닐프로필알코올, 페닐히드라진, 페로시안화물, 페리시안화물, 페릴랄틴, 펜타에리트리톨, 펜타클로라이드, 펜타클로로벤젠, 펜테닐, 포스파미돈, 포스포아미노리피드, 프로필포스포네이트, 플루오로아세트아미드, 플루오르우라실, 플루오르화규산칼슘, 플루오르화붕산염, 플루오르화알루미늄, 플루오르화인산염, 플루오르화칼슘, 플루오르화황산염, 피로인산나트륨, 하이포아브롬산염, 하이포아염소산나트륨, 하이포아염소산칼륨, 하이포아인산, 하이포아인산나트륨, 하이포아인산칼슘, 헥사데칸올, 헥사브로모비페닐, 헥사클로로벤젠, 헥산카르복시산, 헵틸알코올, 황산니켈, 황산마그네슘, 황산바륨, 황산수소나트륨, 황산이나트륨, 황산철, 황질산, 황화규소, 황화수소나트륨, 히단토인, 히드록시프로필, 히드록실아민, 산화갈륨, 산화규소, 산화규소, 아스파라긴산, 아질산염, 엔도톡신 "," phosphoramidates, thiocarbanilide, oxazolam, propylphosphonate, persulphates, tripolyphosphate, phosphorus, lindane, dimethylcyclohexanols, sulphonic, cystine, naphthalene, benzilate, methyldiethanolamine, catechol, phenylhydrazine, methylionones, thiodiglycol, perchloroethylene, heptachlor, chloroarsine, linalool, tellurium, dextropropoxyphene, fluorophosphates, pentaoxide, benzoic, pivaloylchloride, interalloyed, chlorobenzilate, clotiazepam, diammonium, pentobarbital, tetraethyl, methylphosphonite, trimethylene, nitrobenzene, ethylphosphonate, brotizolam, pyrophosphoric, molybdenum, octylphenol, phenmetrazine, tetramethyl, aminoacetanilide, pentachloride, monocarboxylic, fluorosilicate, nonylphenol, tetrahydrocannabinol, inositol, alanine, cloxazolam, phenetidines, sulfamethoxine, sulphapyridine, azodicarbonamide, deuterium, trichloronitromethane, pentanol, peroxosulphates, diethylaminoethanol, cyclohexanol, acetaminophen, arylethanolamines, tetraethylammonium, hexabromobiphenyls, acetanilide, dicyandiamide, isopropyl, azoisobutyronitrile, hydroxybenzene, chlorobenzene, rhodinol, anthraquinone, cyanogen, polysulphides, aminothiazole, isopropylphosphonyl, aminohydroxynaphthalenesulphonic, zipeprol, hydrofluoric, dimethylacetamide, tributyltin, wolframates, pinacolyl, methylphosphonochloridate, fenproporex, cryolite, salicylic, anthraquinons, methylphosphonate, vinylbital, chloromethane, bicarbonate, benzene, parahydroxybenzoic, isosafrole, sulphonate, dithiocarbonates, diethanolamine, bisulphite, peroxoborates, citronellol, phendimetrazine, sulphonyl, polycarboxylic, perillartine, chlordimeform, hydrochloride, propionic, hydrogenorthophosphate, phosphamidon, hexafluoroaluminate, peroxochromates, methylphenobarbital, ethyldiethanolamine, resorcinol, barium, perbromates, hydroxylamine, ketazolam, tetrachloroethylene, amobarbital, hydrogensulphide, phenylacetone, hexafluoride, dibenzothiazolyl, cyclohexanone, mecloqualone, terephthalic, diethanolammonium, pentaerythritol, phosphoramidocyanidates, sulfamethoxazole, iomeprol, isopropylamino, ferrocyanide, cyclobarbital, orthophthalic, dichloromethane, thiocarbamates, tetrasulphides, sulphonamides, triethanolamine, isothiocyanate, orthophthalate, benzoate, anilide, haloxazolam, peroxodisulphate, dialphahydroxyphenylglycine, iopromide, dextromoramide, normethadone, fluorosilicates, parahydroxynaphthoic, fluoroborates, iopamidol, ethchlorvynol, thiodiphenyl, pinacolone, thiosulphates, didecyldimethylammonium, glutethimide, aminoiminomethylurea, meprobamate, methamidophos, benzotrichloride, hydrobromic, bismuthates, polyphosphate, glycerophosphoric, ethylphosphonothiolothionate, fluoroacetamide, phenylglycine, thiophenols, trioctyltrimellitate, phosphoaminolipids, trimethylolpropane, chloropicrin, sulphadiazine, trihydroxysilylpropyl, dimethylformamide, ferricyanide, sulphonitric, hexachlorobenzene, benzothiazole, phosphonofluoridates, methylcyclohexanones, fluorosulphates, butobarbital, zirconium, methylnaphthalene, neopentyl, sulfonanilide, sulfonamide, mercaptobenzothiazole, sulphoxylates, trichloroethylene, pentachlorobenzene, nitrotoluene, sulphamerazine, hydrogencarbonate, isopropylphosphonothioates, methylcyclohexanols, dithiocarbamates, cyclopentenyl, silicagel, quinonephenols, cycloalkyl "
"243900","기타유리제품","other ware glass"," 플라즈마디스플레이패널용 유리, 기타유리제품, 시력교정용안경유리, 안경유리, 유기발광디스플레이패널용유리, 유리제품, 석영유리제품, 깨진유리, 시계용유리 "," other ware glass, leadedlightglass, stainedglass, temperatureglass, watchglass "
"251100","펄프","pulp"," 기계펄프, 반표백펄프, 화학펄프, 화학목재펄프, 면린터펄프 "," woodpulp, pulp, chemicalpulp, cottonlinter pulp, bamboopulp "
"251200","고지","recovered paper"," 미표백크라프트지, 미표백판지, 화학펄프, 착색하지않은것, 기계펄프, 미착색크라프트지, 미착색판지 "," kraft paper, pulp, chemicalpaper "
"252100","신문용지","news print"," 신문용지, 신문용종이, 신문, 종이신문 "," news print roll, news, print, newsprint "
"252300","화장지","tissue paper"," 가정용휴지, 가정용티슈스톡, 안면용티슈, 위생생휴지, 위생생화장지, 유아용냅킨, 냅킨라이너, 티슈스톡, 화장지, 휴지, 티슈, 냅킨, 화장용화장지, 화장용휴지, 미용휴지, 유아용휴지, 유아용화장지 "," tissue paper, napkin, householdtissue "
"252400","벽지","wall paper"," 린크라스타, 벽지, 벽지용원지, 벽지용린크라스타, 린크라스타, 인테리어벽지 "," wallpaper, wall paper, lincrusta "
"252500","크라프트지","kraft paper"," 미표백크라프트지, 크라프트지 "," kraft paper, kraftpaper "
"252600","판지 백판지","board paper"," 아이보리판지, 카톤용판지 "," ivorypaperboard, carton paperboard "
"252700","골판지원지","Unbleached Unbleached Other"," 골판지원지, 골판지 "," unbleached corrugated cardboard "
"261000","석면제품","asbesto articles"," 기타석면제품, 석면제품, 석면종이, 석면포, 석면펠트 "," asbestos, asbestospaper, asbestoscloth, asbestosfelt "
"262000","운모제품","mica articles"," 운모제품, 기타운모제품, 운모종이, 운모시트  "," mica, micapaper, micasheet "
"271000","마찰제품","friction of articles"," 마찰제품, 클러치용, 클러치페이싱, 브레이크라이닝 "," friction, clutchfacing, brakelining "
"272000","연마제품","grinding articles"," 연마재, 연마제품 "," grinding, abrasive "
"320100","고무밸트 고무벨트","belt rubber"," 고무밸트, 고무밸트, 엔드리스벨트, 싱크로너스벨트 "," rubberbelt, endlessbelt, synchronousbelt "
"320200","고무관 ","plate tube rubber"," 고무관, 고무제품, 유압호스, 호스 "," rubbertube, rubberhose, hydraulic hose "
"320310","타이어 승용차용타이어","car motor riding for of tire"," 고무타이어, 래디알타이어, 레이디얼타이어, 타이어, 승용차용타이어, 자동차타이어, 타이어튜브 "," car tire, motortire, radialtire "
"320320","타이어 버스및화물차용타이어","motor or goods transport bus for vehicles of tire"," 고무타이어, 트럭용타이어, 버스용타이어, 화물차용타이어, 자동차타이어, 타이어, 타이어튜브, 화물차용타이어튜브 "," car tire, motortire, lorrytire, bustire, trucktire "
"320390","타이어 기타타이어","other tire"," 기타타이어, 모터사이클용타이어, 타이어트래드, 솔리드타이어, 자전거용타이어, 쿠션타이어, 타이어플랩, 항공기용타이어, 모터바이크타이어 "," aircrafttire, motorcycletire, bicycletire, tireflap, motorbiketire, solidtire, cushiontire, tiretread "
"310900","기타플라스틱제품","other plastic articles"," 목욕통, 문지방, 물통, 발코니배수트랩, 비누접시, 비누통, 비데, 설거지통, 세면대, 플라스틱제품, 기타플라스틱제품, 화장품케이스, 화장품뚜껑, 뚜껑, 마개, 플라스틱뚜껑, 플라스틱마개, 파리채, 플라스틱양동이, 젖병, 물탱크, 변기시트, 변기커버, 카보이, 플라스틱상자, 플라스틱케이스, 플라스틱바구니, 빨대, 빨래집게, 생수통, 생수병, 샤워기, 스크린도어, 비닐장갑, 쓰레기봉투, 쓰레기봉지, 액정보호필름, 욕조, 좌훈기, 창문필름, 창틀, 병뚜껑, 옷걸이, 블라인드, 베네치안블라인드, 셔터, 핸드폰필름, 창문필름, 투명필름, 보호필름, 유리보호필름, 보안필름, 단열필름, 나염필름, 향균필름, 쓰레기통, 음식물통, 도시락통, 플라스틱물병 "," other plastic, showerbath, washbasin, sink, lavatoryseat, lavatorycover, bidet, plasticboc, plasticcase, carboy, plasticcrate, crate, stopper, soapbox, blind, casefilm, cablefilm, filmtape, stretchfilm, tpufilm, vcifilm, tvfilm, windowfilm, tilefilm, mountingfilm, nettingfilm, ppffilm, petfilm, pvcfilm "
"310100","플라스틱깔개및벽피복","or coverings wall of floor plastic"," 플라스틱제품, 플라스틱바닥재, 플라스틱깔개, 벽피복 "," wallcovering, plasticrug "
"310200","플라스틱관","tube plastic"," 파이프, 플라스틱관, 프라스틱관 "," plastictube, plastic pipe, plasticpipe "
"310310","폴리에틸렌테레프탈레이트필름 필름류","polyethyleneterephthalate"," 플라스틱필름류, 타포린, 폴리에틸렌테레프탈레이트필름, 방수포, 타프, 플라스틱필름, 포장필름 "," polyethyleneterephthalatefilm, tarp, tarpaulin "
"310320","필름류 에틸렌중합체필름","ethylenepolymers film"," 에틸렌중합체필름, 플라스틱필름류, 타포린, 타프, 방수포, 격리막, 포장필름 "," ethylenepolymer, ethylenepolymerfilm, tarpaulin "
"310330","필름류 프로필렌중합체필름","propylenepolymers film"," 타포린, 프로필렌중합체필름, 플라스틱필름류, 타프, 포장필름 "," propylenepolymer, propylenepolymerfilm, tarpaulin "
"310340","필름류 폴리아미드필름","polyamides film"," 타포린, 폴리아미드필름, 플라스틱필름류, 타프, 포장필름 "," polyamidefilm, tarpaulin "
"320900","기타고무제품","other rubber articles"," 고무막대, 고무관, 고무실, 고무끈, 고무디스크, 고무발포보온재, 고무밴드, 고무제품, 고무형재, 기타고무제품, 고무깔개, 고무도장, 라텍스제품, 고무링, 고무매트, 바닥깔개, 콘돔, 공갈젖꼭지, 마우스패드, 쪽쪽이 "," rubber, rubberrod, rubbertube, rubberthread, rubbercord, rubberband, teat, sheath contraceptives, mousepad "
"331100","소가죽","bovine leather"," 가죽, 불하이드, 소가죽, 옥스하이드, 카우하이드, 스티어하이드 "," bovine leather, bullhide, cowhide, oxhide, steerhide "
"331200","양가죽","leather sheep"," 가죽, 양가죽, 유연처리양가죽, 크러스트처리양가죽 "," leather sheep "
"331900","기타가죽","other leather"," 가죽, 기타가죽, 돼지가죽, 뱀가죽, 악어가죽, 캥거루가죽, 파충류가죽 "," other leather snakeleather, reptileleather, crocodileleather, swine, leather, swineleather, kangarooleather, camelleather, chamoisleather "
"332000","가죽제품","product leather"," 가죽제품, 가죽끈, 가죽벨트, 가죽띠, 캣거트, 허리띠 "," leatherbelt, bladder, catgut "
"333100","밍크모피","mink fur"," 밍크모피, 밍크모피코트, 밍크코트 "," mink fur, minkcoat "
"214010","실리콘수지 합성수지","synthetic resin silicon"," 기타실리콘고무, 실리콘고무, 실리콘수지, 실리콘오일, 합성수지 "," siliconresins, synthetic resins, siliconrubber "
"214011","합성수지 아세탈수지","synthetic resin acetals"," 폴리아세탈수지, 합성수지 "," synthetic resins, polyacetalresin "
"133320","제트유및등유 등유","kerosene or jet fuel"," 등유, 제트유 "," kerosene, jet fuel "
"133400","나프타","naphtha"," 나프타, 엔지엘 "," naphtha, natural gas liquid, ngl "
"133510","중유 벙커-A유","bunker oil fuel A heavy"," 벙커에이유, 중유 "," bunkera, fuel oil "
"133520","중유 벙커-B유","bunker oil B fuel heavy"," 벙커비유, 중유 "," bunkerb, fuel oil "
"133530","중유 벙커-C유","bunker oil fuel C heavy"," 벙커시유, 중유 "," bunkerc "
"133590","중유 기타중유","oil other fuel heavy"," 기타중유, 중유 "," other heavyoil, crude petroleum oil "
"134010","LNG(액상천연가스) 천연가스","natural LNG gas"," 천연가스, 엘엔지, 엘엔지가스 "," natural gas, lng "
"134020","PNG(기상천연가스) 천연가스","natural gas PNG"," 천연가스, 피엔지, 피엔지가스 "," natural gas, png "
"135010","LPG 프로판","propane LPG"," 프로판, 프로판가스, 엘피지, 엘피지가스 "," propane lpg "
"135020","부탄 LPG","LPG butane"," 부탄, 엘피지가스, 부탄가스 "," butane, butanegas "
"136000","우라늄","uranium"," 우라늄광, 천연우라늄, 천연핵반응기, 핵반응기 "," uranium "
"190000","기타광산물","othermineralproduct"," 석탄가스, 수성가스, 콜타르, 갈탄타르나토탄타르, 전기에너지 "," coal gas, coaltar "
"211010","에틸렌 기초유분","petrochemical ethylene basic"," 기초유분, 에틸렌 "," ethylene "
"211020","프로필렌 기초유분","propylene petrochemical basic"," 기초유분, 프로펜, 프로필렌 "," propylene, propene "
"211030","부타디엔 기초유분","petrochemical butadiene basic"," 기초유분, 부타디엔 "," butadiene "
"211040","벤젠 기초유분","petrochemical benzene basic"," 기초유분, 벤젠, 벤조올 "," benzol, benzene "
"211050","톨루엔 기초유분","toluene petrochemical basic"," 기초유분, 톨루엔, 톨루올 "," toluene, toluol "
"221100","염료","dye"," 로그우드, 세피아, 천연인디고, 코치니엘, 커미즈, 분산성염료중간체, 합성유기루미노퍼, 합성유기형광증백제, 유기발광다이오드단자, 백단향 "," natural indigo, logwood, sandalwood, cochineal, sepia "
